,hsa_js,add_js
0,0.9,0.0
1,0.9,0.0
2,0.9,0.0
3,0.9,0.0
4,0.9,0.0
5,0.9,0.0
6,0.9,0.0
7,0.9,0.0
8,0.9,0.0
9,0.9,0.0
10,1.4000000000000001,0.0
11,1.4000000000000001,0.0
12,1.4000000000000001,0.0
13,1.4000000000000001,0.0
14,1.4000000000000001,0.0
15,1.4000000000000001,0.0
16,1.4000000000000001,0.0
17,1.4000000000000001,0.0
18,1.4000000000000001,0.0
19,1.4000000000000001,0.0
20,1.4000000000000001,0.0
21,1.4000000000000001,0.0
22,1.4000000000000001,0.0
23,1.8,0.0
24,1.8,0.0
25,1.8,0.0
26,1.8,0.0
27,1.8,0.0
28,1.8,0.0
29,1.8,0.0
30,1.8,0.0
31,1.8,0.0
32,1.8,0.0
33,1.8,0.0
34,1.8,0.0
35,1.8,0.0
36,1.8,0.0
37,1.8,0.0
38,1.8,0.0
39,1.8,0.0
40,1.8,0.0
41,1.8,0.0
42,2.0,0.0
43,2.0,0.0
44,2.0,0.0
45,2.0,0.0
46,2.0,0.0
47,2.0,0.0
48,2.0,0.0
49,2.0,0.0
50,2.0,0.0
51,2.0,0.0
52,2.0,0.0
53,2.0,0.0
54,2.0,0.0
55,2.0,0.0
56,2.0,0.0
57,2.0,0.0
58,2.0,0.0
59,2.0,0.0
60,2.0,0.0
61,2.0,0.0
62,2.2,0.0
63,2.2,0.0
64,2.2,0.0
65,2.2,0.0
66,2.2,0.0
67,2.2,0.0
68,2.2,0.0
69,2.2,0.0
70,2.2,0.0
71,2.2,0.0
72,2.2,0.0
73,2.2,0.0
74,2.2,0.0
75,2.2,0.0
76,2.2,0.0
77,2.2,0.0
78,2.2,0.0
79,2.2,0.0
80,2.2,0.0
81,2.2,0.0
82,2.2,0.0
83,2.2,0.0
84,2.2,0.0
85,2.2,0.0
86,2.2,0.0
87,2.2,0.0
88,2.2,0.0
89,2.2,0.0
90,2.2,0.0
91,2.2,0.0
92,2.2,0.0
93,2.2,0.0
94,2.2,0.0
95,2.2,0.0
96,2.2,0.0
97,2.2,0.0
98,2.2,0.0
99,2.2,0.0
100,2.6,0.0
101,2.6,0.0
102,2.6,0.0
103,2.6,0.0
104,2.6,0.0
105,2.6,0.0
106,2.6,0.0
107,2.6,0.0
108,2.6,0.0
109,2.6,0.0
110,2.6,0.0
111,2.6,0.0
112,2.6,0.0
113,2.6,0.0
114,2.6,0.0
115,2.6,0.0
116,2.6,0.0
117,2.6,0.0
118,2.6,0.0
119,2.6,0.0
120,2.6,0.0
121,2.6,0.0
122,2.6,0.0
123,2.6,0.0
124,2.6,0.0
125,2.6,0.0
126,2.6,0.0
127,2.6,0.0
128,2.6,0.0
129,2.6,0.0
130,2.7,0.0
131,2.7,0.0
132,2.7,0.0
133,2.7,0.0
134,2.7,0.0
135,2.7,0.0
136,2.7,0.0
137,2.7,0.0
138,2.7,0.0
139,2.7,0.0
140,2.7,0.0
141,2.7,0.0
142,2.7,0.0
143,2.7,0.0
144,2.7,0.0
145,2.7,0.0
146,2.7,0.0
147,2.7,0.0
148,2.7,0.0
149,2.7,0.0
150,3.8000000000000003,0.0
151,3.8000000000000003,0.0
152,3.8000000000000003,0.0
153,3.8000000000000003,0.0
154,3.8000000000000003,0.0
155,3.8000000000000003,0.0
156,3.8000000000000003,0.0
157,3.8000000000000003,0.0
158,3.8000000000000003,0.0
159,3.8000000000000003,0.0
160,3.8000000000000003,0.0
161,3.8000000000000003,0.0
162,3.8000000000000003,0.0
163,3.8000000000000003,0.0
164,3.8000000000000003,0.0
165,3.8000000000000003,0.0
166,3.8000000000000003,0.0
167,3.8000000000000003,0.0
168,3.8000000000000003,0.0
169,3.8000000000000003,0.0
170,3.8000000000000003,0.0
171,3.8000000000000003,0.0
172,3.8000000000000003,0.0
173,3.8000000000000003,0.0
174,3.8000000000000003,0.0
175,3.8000000000000003,0.0
176,3.8000000000000003,0.0
177,3.8000000000000003,0.0
178,3.8000000000000003,0.0
179,3.8000000000000003,0.0
180,3.8000000000000003,0.0
181,3.8000000000000003,0.0
182,3.8000000000000003,0.0
183,3.8000000000000003,0.0
184,3.8000000000000003,0.0
185,3.8000000000000003,0.0
186,3.8000000000000003,0.0
187,3.8000000000000003,0.0
188,4.1000000000000005,0.0
189,4.1000000000000005,0.0
190,4.1000000000000005,0.0
191,4.1000000000000005,0.0
192,4.1000000000000005,0.0
193,4.1000000000000005,0.0
194,4.1000000000000005,0.0
195,4.1000000000000005,0.0
196,4.1000000000000005,0.0
197,4.1000000000000005,0.0
198,4.1000000000000005,0.0
199,4.1000000000000005,0.0
200,4.1000000000000005,0.0
201,4.1000000000000005,0.0
202,4.1000000000000005,0.0
203,4.1000000000000005,0.0
204,4.1000000000000005,0.0
205,4.1000000000000005,0.0
206,4.1000000000000005,0.0
207,4.1000000000000005,0.0
208,4.1000000000000005,0.0
209,4.1000000000000005,0.0
210,4.1000000000000005,0.0
211,4.1000000000000005,0.0
212,4.3,0.0
213,4.3,0.0
214,4.3,0.0
215,4.3,0.0
216,4.3,0.0
217,4.3,0.0
218,4.3,0.0
219,4.3,0.0
220,4.3,0.0
221,4.3,0.0
222,4.3,0.0
223,4.3,0.0
224,4.3,0.0
225,4.3,0.0
226,4.3,0.0
227,4.3,0.0
228,5.0,0.0
229,5.0,0.0
230,5.0,0.0
231,5.0,0.0
232,5.0,0.0
233,5.0,0.0
234,5.0,0.0
235,5.0,0.0
236,5.0,0.0
237,5.0,0.0
238,5.0,0.0
239,5.0,0.0
240,5.0,0.0
241,5.0,0.0
242,5.0,0.0
243,5.0,0.0
244,5.0,0.0
245,5.0,0.0
246,5.0,0.0
247,5.0,0.0
248,5.0,0.0
249,5.0,0.0
250,5.0,0.0
251,5.0,0.0
252,6.2,0.0
253,6.2,0.0
254,6.2,0.0
255,6.2,0.0
256,6.2,0.0
257,6.2,0.0
258,6.2,0.0
259,6.2,0.0
260,6.2,0.0
261,6.2,0.0
262,6.2,0.0
263,6.2,0.0
264,6.2,0.0
265,6.2,0.0
266,6.2,0.0
267,6.2,0.0
268,6.2,0.0
269,6.2,0.0
270,6.2,0.0
271,6.2,0.0
272,6.2,0.0
273,6.7,0.0
274,6.7,0.0
275,6.7,0.0
276,6.7,0.0
277,6.7,0.0
278,6.7,0.0
279,6.7,0.0
280,6.7,0.0
281,6.7,0.0
282,6.7,0.0
283,6.7,0.0
284,8.0,0.0
285,8.0,0.0
286,8.0,0.0
287,8.0,0.0
288,8.0,0.0
289,8.0,0.0
290,8.0,0.0
291,8.0,0.0
292,8.0,0.0
293,8.0,0.0
294,8.0,0.0
295,8.0,0.0
296,8.0,0.0
297,8.0,0.0
298,8.0,0.0
299,8.0,0.0
300,8.0,0.0
301,8.0,0.0
302,8.0,0.0
303,8.0,0.0
304,8.0,0.0
305,8.0,0.0
306,8.0,0.0
307,8.0,0.0
308,8.0,0.0
309,8.0,0.0
310,8.0,0.0
311,8.0,0.0
312,8.0,0.0
313,8.0,0.0
314,8.0,0.0
315,8.0,0.0
316,8.0,0.0
317,8.0,0.0
318,8.0,0.0
319,8.0,0.0
320,8.0,0.0
321,8.0,0.0
322,8.0,0.0
323,8.0,0.0
324,8.0,0.0
325,8.0,0.0
326,8.0,0.0
327,8.0,0.0
328,8.0,0.0
329,8.0,0.0
330,8.0,0.0
331,8.0,0.0
332,8.0,0.0
333,8.0,0.0
334,8.0,0.0
335,8.0,0.0
336,8.0,0.0
337,8.0,0.0
338,8.0,0.0
339,8.0,0.0
340,8.0,0.0
341,8.0,0.0
342,8.0,0.0
343,8.0,0.0
344,8.0,0.0
345,8.0,0.0
346,8.0,0.0
347,8.0,0.0
348,8.0,0.0
349,8.0,0.0
350,8.0,0.0
351,8.0,0.0
352,8.0,0.0
353,8.0,0.0
354,8.0,0.0
355,8.0,0.0
356,8.0,0.0
357,8.0,0.0
358,8.0,0.0
359,8.0,0.0
360,8.0,0.0
361,8.0,0.0
362,8.0,0.0
363,8.0,0.0
364,8.0,0.0
365,8.0,0.0
366,8.0,0.0
367,8.0,0.0
368,9.200000000000001,0.0
369,9.200000000000001,0.0
370,9.200000000000001,0.0
371,9.200000000000001,0.0
372,9.200000000000001,0.0
373,9.200000000000001,0.0
374,9.200000000000001,0.0
375,9.200000000000001,0.0
376,9.200000000000001,0.0
377,9.200000000000001,0.0
378,9.200000000000001,0.0
379,9.200000000000001,0.0
380,9.200000000000001,0.0
381,9.200000000000001,0.0
382,9.200000000000001,0.0
383,9.200000000000001,0.0
384,9.200000000000001,0.0
385,9.200000000000001,0.0
386,9.200000000000001,0.0
387,9.200000000000001,0.0
388,9.200000000000001,0.0
389,9.200000000000001,0.0
390,9.200000000000001,0.0
391,9.200000000000001,0.0
392,9.200000000000001,0.0
393,9.200000000000001,0.0
394,9.200000000000001,0.0
395,9.200000000000001,0.0
396,9.200000000000001,0.0
397,9.200000000000001,0.0
398,9.200000000000001,0.0
399,9.200000000000001,0.0
400,9.200000000000001,0.0
401,9.200000000000001,0.0
402,9.200000000000001,0.0
403,9.200000000000001,0.0
404,9.200000000000001,0.0
405,9.200000000000001,0.0
406,9.200000000000001,0.0
407,9.200000000000001,0.0
408,9.200000000000001,0.0
409,9.200000000000001,0.0
410,9.200000000000001,0.0
411,9.200000000000001,0.0
412,9.200000000000001,0.0
413,9.200000000000001,0.0
414,9.200000000000001,0.0
415,9.200000000000001,0.0
416,9.200000000000001,0.0
417,9.200000000000001,0.0
418,9.200000000000001,0.0
419,9.200000000000001,0.0
420,9.200000000000001,0.0
421,9.200000000000001,0.0
422,9.200000000000001,0.0
423,9.200000000000001,0.0
424,9.200000000000001,0.0
425,9.200000000000001,0.0
426,9.200000000000001,0.0
427,9.200000000000001,0.0
428,9.200000000000001,0.0
429,9.200000000000001,0.0
430,9.200000000000001,0.0
431,9.200000000000001,0.0
432,9.200000000000001,0.0
433,9.200000000000001,0.0
434,9.200000000000001,0.0
435,9.200000000000001,0.0
436,9.200000000000001,0.0
437,9.200000000000001,0.0
438,9.200000000000001,0.0
439,9.200000000000001,0.0
440,9.200000000000001,0.0
441,9.200000000000001,0.0
442,9.200000000000001,0.0
443,9.200000000000001,0.0
444,9.200000000000001,0.0
445,9.200000000000001,0.0
446,9.200000000000001,0.0
447,9.200000000000001,0.0
448,9.200000000000001,0.0
449,9.200000000000001,0.0
450,9.200000000000001,0.0
451,9.200000000000001,0.0
452,9.200000000000001,0.0
453,9.200000000000001,0.0
454,9.200000000000001,0.0
455,9.200000000000001,0.0
456,9.200000000000001,0.0
457,9.200000000000001,0.0
458,9.200000000000001,0.0
459,9.200000000000001,0.0
460,9.200000000000001,0.0
461,9.200000000000001,0.0
462,9.200000000000001,0.0
463,9.200000000000001,0.0
464,9.200000000000001,0.0
465,9.200000000000001,0.0
466,9.200000000000001,0.0
467,9.200000000000001,0.0
468,9.200000000000001,0.0
469,9.200000000000001,0.0
470,9.200000000000001,0.0
471,9.200000000000001,0.0
472,9.200000000000001,0.0
473,9.200000000000001,0.0
474,9.200000000000001,0.0
475,9.200000000000001,0.0
476,9.200000000000001,0.0
477,9.200000000000001,0.0
478,9.200000000000001,0.0
479,9.200000000000001,0.0
480,9.200000000000001,0.0
481,9.200000000000001,0.0
482,9.200000000000001,0.0
483,9.200000000000001,0.0
484,9.200000000000001,0.0
485,9.200000000000001,0.0
486,9.200000000000001,0.0
487,9.200000000000001,0.0
488,9.200000000000001,0.0
489,9.200000000000001,0.0
490,9.200000000000001,0.0
491,9.200000000000001,0.0
492,9.200000000000001,0.0
493,9.200000000000001,0.0
494,9.200000000000001,0.0
495,9.200000000000001,0.0
496,9.200000000000001,0.0
497,9.200000000000001,0.0
498,9.4,0.0
499,9.4,0.0
500,9.4,0.0
501,9.4,0.0
502,9.4,0.0
503,9.4,0.0
504,9.4,0.0
505,9.4,0.0
506,9.4,0.0
507,9.4,0.0
508,9.4,0.0
509,9.4,0.0
510,9.4,0.0
511,9.4,0.0
512,9.4,0.0
513,9.4,0.0
514,9.4,0.0
515,9.4,0.0
516,9.4,0.0
517,9.4,0.0
518,9.4,0.0
519,9.4,0.0
520,9.4,0.0
521,9.4,0.0
522,9.4,0.0
523,9.4,0.0
524,9.4,0.0
525,9.4,0.0
526,9.4,0.0
527,9.4,0.0
528,9.4,0.0
529,9.4,0.0
530,9.4,0.0
531,9.4,0.0
532,9.4,0.0
533,9.4,0.0
534,9.4,0.0
535,9.4,0.0
536,9.4,0.0
537,9.4,0.0
538,9.4,0.0
539,9.4,0.0
540,9.4,0.0
541,9.4,0.0
542,9.4,0.0
543,9.4,0.0
544,9.4,0.0
545,9.4,0.0
546,9.4,0.0
547,9.4,0.0
548,9.4,0.0
549,9.4,0.0
550,9.4,0.0
551,9.4,0.0
552,9.4,0.0
553,9.4,0.0
554,9.4,0.0
555,9.4,0.0
556,9.4,0.0
557,9.4,0.0
558,9.4,0.0
559,9.4,0.0
560,9.4,0.0
561,9.4,0.0
562,9.4,0.0
563,9.4,0.0
564,9.4,0.0
565,9.4,0.0
566,9.4,0.0
567,9.4,0.0
568,9.4,0.0
569,9.4,0.0
570,9.4,0.0
571,9.4,0.0
572,9.4,0.0
573,9.4,0.0
574,9.4,0.0
575,9.4,0.0
576,9.4,0.0
577,9.4,0.0
578,9.4,0.0
579,9.4,0.0
580,9.4,0.0
581,9.4,0.0
582,9.4,0.0
583,9.4,0.0
584,9.4,0.0
585,9.4,0.0
586,9.4,0.0
587,9.4,0.0
588,9.4,0.0
589,9.4,0.0
590,9.4,0.0
591,9.4,0.0
592,9.4,0.0
593,9.4,0.0
594,9.4,0.0
595,9.4,0.0
596,9.4,0.0
597,9.4,0.0
598,9.9,0.0
599,9.9,0.0
600,9.9,0.0
601,9.9,0.0
602,9.9,0.0
603,9.9,0.0
604,9.9,0.0
605,9.9,0.0
606,9.9,0.0
607,9.9,0.0
608,9.9,0.0
609,9.9,0.0
610,9.9,0.0
611,9.9,0.0
612,9.9,0.0
613,9.9,0.0
614,9.9,0.0
615,9.9,0.0
616,9.9,0.0
617,9.9,0.0
618,9.9,0.0
619,9.9,0.0
620,9.9,0.0
621,9.9,0.0
622,9.9,0.0
623,9.9,0.0
624,9.9,0.0
625,9.9,0.0
626,10.3,0.0
627,10.3,0.0
628,10.3,0.0
629,10.3,0.0
630,10.3,0.0
631,10.3,0.0
632,10.3,0.0
633,10.3,0.0
634,10.3,0.0
635,10.3,0.0
636,10.3,0.0
637,10.3,0.0
638,10.3,0.0
639,10.3,0.0
640,10.3,0.0
641,10.3,0.0
642,10.3,0.0
643,10.3,0.0
644,10.3,0.0
645,10.3,0.0
646,10.3,0.0
647,10.3,0.0
648,10.3,0.0
649,10.3,0.0
650,10.3,0.0
651,11.4,0.0
652,11.4,0.0
653,11.4,0.0
654,11.4,0.0
655,11.4,0.0
656,11.4,0.0
657,11.4,0.0
658,11.4,0.0
659,11.4,0.0
660,11.4,0.0
661,11.4,0.0
662,11.4,0.0
663,11.4,0.0
664,11.4,0.0
665,11.4,0.0
666,11.4,0.0
667,11.4,0.0
668,11.4,0.0
669,11.4,0.0
670,11.4,0.0
671,11.4,0.0
672,11.4,0.0
673,11.4,0.0
674,11.4,0.0
675,11.4,0.0
676,11.4,0.0
677,11.4,0.0
678,11.4,0.0
679,11.4,0.0
680,11.4,0.0
681,11.4,0.0
682,11.4,0.0
683,11.4,0.0
684,11.4,0.0
685,11.4,0.0
686,11.4,0.0
687,11.4,0.0
688,11.4,0.0
689,11.4,0.0
690,11.4,0.0
691,11.4,0.0
692,11.4,0.0
693,11.4,0.0
694,11.4,0.0
695,11.4,0.0
696,11.4,0.0
697,11.4,0.0
698,11.4,0.0
699,11.4,0.0
700,11.4,0.0
701,11.4,0.0
702,11.4,0.0
703,11.4,0.0
704,11.4,0.0
705,11.4,0.0
706,11.4,0.0
707,11.4,0.0
708,11.4,0.0
709,11.4,0.0
710,11.4,0.0
711,11.4,0.0
712,11.4,0.0
713,11.5,0.0
714,11.5,0.0
715,11.5,0.0
716,11.5,0.0
717,11.5,0.0
718,11.5,0.0
719,11.5,0.0
720,11.5,0.0
721,11.5,0.0
722,11.5,0.0
723,11.5,0.0
724,11.5,0.0
725,11.5,0.0
726,11.5,0.0
727,11.5,0.0
728,11.5,0.0
729,11.5,0.0
730,11.5,0.0
731,11.5,0.0
732,11.5,0.0
733,11.5,0.0
734,11.5,0.0
735,11.5,0.0
736,11.5,0.0
737,11.5,0.0
738,11.5,0.0
739,11.5,0.0
740,11.5,0.0
741,11.5,0.0
742,11.5,0.0
743,11.5,0.0
744,11.5,0.0
745,11.5,0.0
746,11.5,0.0
747,11.5,0.0
748,11.5,0.0
749,11.5,0.0
750,11.5,0.0
751,11.5,0.0
752,11.5,0.0
753,11.5,0.0
754,11.5,0.0
755,11.5,0.0
756,11.5,0.0
757,11.5,0.0
758,11.5,0.0
759,11.5,0.0
760,11.5,0.0
761,11.5,0.0
762,11.5,0.0
763,11.5,0.0
764,11.5,0.0
765,11.5,0.0
766,11.5,0.0
767,11.5,0.0
768,11.5,0.0
769,11.5,0.0
770,11.5,0.0
771,11.5,0.0
772,11.5,0.0
773,11.5,0.0
774,11.5,0.0
775,11.5,0.0
776,11.5,0.0
777,11.5,0.0
778,11.5,0.0
779,11.5,0.0
780,11.5,0.0
781,11.5,0.0
782,11.5,0.0
783,11.5,0.0
784,11.5,0.0
785,11.5,0.0
786,11.5,0.0
787,11.5,0.0
788,11.5,0.0
789,11.5,0.0
790,11.5,0.0
791,11.5,0.0
792,11.5,0.0
793,11.5,0.0
794,11.5,0.0
795,11.5,0.0
796,11.5,0.0
797,11.5,0.0
798,11.5,0.0
799,11.5,0.0
800,11.5,0.0
801,11.5,0.0
802,11.5,0.0
803,11.5,0.0
804,11.5,0.0
805,11.5,0.0
806,11.5,0.0
807,11.5,0.0
808,11.5,0.0
809,11.5,0.0
810,11.5,0.0
811,11.5,0.0
812,11.5,0.0
813,11.5,0.0
814,11.5,0.0
815,11.5,0.0
816,11.5,0.0
817,11.5,0.0
818,11.5,0.0
819,11.5,0.0
820,11.5,0.0
821,11.5,0.0
822,11.5,0.0
823,11.5,0.0
824,11.5,0.0
825,11.5,0.0
826,11.5,0.0
827,11.5,0.0
828,11.5,0.0
829,11.5,0.0
830,11.5,0.0
831,11.5,0.0
832,11.5,0.0
833,11.5,0.0
834,11.5,0.0
835,11.5,0.0
836,11.5,0.0
837,11.700000000000001,0.0
838,11.700000000000001,0.0
839,11.700000000000001,0.0
840,11.700000000000001,0.0
841,11.700000000000001,0.0
842,11.700000000000001,0.0
843,11.700000000000001,0.0
844,11.700000000000001,0.0
845,11.700000000000001,0.0
846,11.700000000000001,0.0
847,11.700000000000001,0.0
848,11.700000000000001,0.0
849,11.700000000000001,0.0
850,11.700000000000001,0.0
851,11.700000000000001,0.0
852,11.700000000000001,0.0
853,11.700000000000001,0.0
854,11.700000000000001,0.0
855,11.700000000000001,0.0
856,11.700000000000001,0.0
857,11.700000000000001,0.0
858,11.700000000000001,0.0
859,11.700000000000001,0.0
860,11.700000000000001,0.0
861,11.700000000000001,0.0
862,11.700000000000001,0.0
863,11.700000000000001,0.0
864,11.700000000000001,0.0
865,11.700000000000001,0.0
866,11.700000000000001,0.0
867,11.700000000000001,0.0
868,11.700000000000001,0.0
869,11.700000000000001,0.0
870,11.700000000000001,0.0
871,11.700000000000001,0.0
872,11.700000000000001,0.0
873,11.700000000000001,0.0
874,11.700000000000001,0.0
875,11.700000000000001,0.0
876,11.700000000000001,0.0
877,11.700000000000001,0.0
878,11.700000000000001,0.0
879,11.700000000000001,0.0
880,11.700000000000001,0.0
881,11.700000000000001,0.0
882,11.700000000000001,0.0
883,11.700000000000001,0.0
884,11.700000000000001,0.0
885,14.5,0.0
886,14.5,0.0
887,14.5,0.0
888,14.5,0.0
889,14.5,0.0
890,14.5,0.0
891,14.5,0.0
892,14.5,0.0
893,14.5,0.0
894,14.5,0.0
895,14.5,0.0
896,14.5,0.0
897,14.5,0.0
898,14.5,0.0
899,14.5,0.0
900,14.5,0.0
901,14.5,0.0
902,14.5,0.0
903,14.5,0.0
904,14.5,0.0
905,14.5,0.0
906,14.5,0.0
907,14.5,0.0
908,14.5,0.0
909,14.5,0.0
910,14.5,0.0
911,14.5,0.0
912,14.5,0.0
913,14.5,0.0
914,14.5,0.0
915,14.5,0.0
916,14.5,0.0
917,14.5,0.0
918,14.5,0.0
919,14.5,0.0
920,14.5,0.0
921,14.5,0.0
922,14.5,0.0
923,14.5,0.0
924,14.5,0.0
925,14.5,0.0
926,14.5,0.0
927,14.5,0.0
928,14.5,0.0
929,14.5,0.0
930,14.5,0.0
931,14.5,0.0
932,14.5,0.0
933,14.5,0.0
934,14.5,0.0
935,14.5,0.0
936,14.5,0.0
937,14.5,0.0
938,14.5,0.0
939,14.5,0.0
940,14.5,0.0
941,14.5,0.0
942,14.5,0.0
943,14.5,0.0
944,14.5,0.0
945,14.5,0.0
946,14.5,0.0
947,14.5,0.0
948,14.5,0.0
949,15.5,0.0
950,15.5,0.0
951,15.5,0.0
952,15.5,0.0
953,15.5,0.0
954,15.5,0.0
955,15.5,0.0
956,15.5,0.0
957,15.5,0.0
958,15.5,0.0
959,15.5,0.0
960,15.5,0.0
961,15.5,0.0
962,15.5,0.0
963,15.5,0.0
964,15.5,0.0
965,15.5,0.0
966,15.5,0.0
967,15.5,0.0
968,15.5,0.0
969,15.5,0.0
970,15.5,0.0
971,15.5,0.0
972,15.5,0.0
973,15.5,0.0
974,15.5,0.0
975,15.5,0.0
976,15.5,0.0
977,15.5,0.0
978,15.5,0.0
979,15.5,0.0
980,15.5,0.0
981,15.5,0.0
982,15.5,0.0
983,15.5,0.0
984,15.5,0.0
985,15.5,0.0
986,15.5,0.0
987,15.5,0.0
988,15.5,0.0
989,15.5,0.0
990,15.5,0.0
991,15.5,0.0
992,15.5,0.0
993,15.5,0.0
994,15.5,0.0
995,15.5,0.0
996,15.5,0.0
997,15.5,0.0
998,15.5,0.0
999,15.5,0.0
1000,15.5,0.0
1001,15.5,0.0
1002,15.5,0.0
1003,15.5,0.0
1004,15.5,0.0
1005,15.5,0.0
1006,15.5,0.0
1007,15.5,0.0
1008,15.5,0.0
1009,15.5,0.0
1010,15.5,0.0
1011,15.5,0.0
1012,15.5,0.0
1013,15.5,0.0
1014,15.5,0.0
1015,15.5,0.0
1016,15.5,0.0
1017,15.5,0.0
1018,15.5,0.0
1019,15.5,0.0
1020,15.5,0.0
1021,15.5,0.0
1022,15.5,0.0
1023,15.5,0.0
1024,15.5,0.0
1025,15.5,0.0
1026,15.5,0.0
1027,15.5,0.0
1028,15.5,0.0
1029,15.5,0.0
1030,15.5,0.0
1031,15.5,0.0
1032,15.5,0.0
1033,15.5,0.0
1034,15.5,0.0
1035,15.5,0.0
1036,15.5,0.0
1037,15.5,0.0
1038,15.5,0.0
1039,15.5,0.0
1040,15.5,0.0
1041,15.5,0.0
1042,15.5,0.0
1043,15.5,0.0
1044,15.5,0.0
1045,15.5,0.0
1046,15.5,0.0
1047,15.5,0.0
1048,15.5,0.0
1049,15.5,0.0
1050,15.5,0.0
1051,15.5,0.0
1052,15.5,0.0
1053,15.5,0.0
1054,15.5,0.0
1055,15.5,0.0
1056,15.5,0.0
1057,15.5,0.0
1058,15.5,0.0
1059,15.5,0.0
1060,15.5,0.0
1061,15.5,0.0
1062,15.5,0.0
1063,15.5,0.0
1064,15.5,0.0
1065,15.5,0.0
1066,15.5,0.0
1067,15.5,0.0
1068,15.5,0.0
1069,15.5,0.0
1070,15.5,0.0
1071,15.5,0.0
1072,15.5,0.0
1073,15.5,0.0
1074,15.5,0.0
1075,15.5,0.0
1076,15.5,0.0
1077,15.5,0.0
1078,15.5,0.0
1079,15.5,0.0
1080,15.5,0.0
1081,15.5,0.0
1082,15.5,0.0
1083,15.5,0.0
1084,15.5,0.0
1085,15.5,0.0
1086,15.5,0.0
1087,15.5,0.0
1088,15.5,0.0
1089,15.5,0.0
1090,15.5,0.0
1091,15.5,0.0
1092,15.5,0.0
